file_name,X3,X4,X5,X6,species,temperature,replicate,cell_density,start_time,cell_volume,begin.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
flowcamdata/summaries_mix_310517/mx3-17-5_summary,NA,NA,NA,NA,mx3,17,5_copy.lst,18461.0,2017-05-31T16:30:54Z,851.43,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:30:54 UTC,47.229791666666664,1133.515,15718249.229999999
flowcamdata/summaries_mix_310517/mx4-10-1_summary,NA,NA,NA,NA,mx4,10,1.lst,27789.0,2017-05-31T13:30:44Z,380.72,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:30:44 UTC,47.104675925925925,1130.5122222222221,10579828.08
flowcamdata/summaries_mix_310517/mx4-10-2_summary,NA,NA,NA,NA,mx4,10,2.lst,33234.0,2017-05-31T13:38:34Z,1124.62,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:38:34 UTC,47.11011574074074,1130.6427777777778,37375621.08
flowcamdata/summaries_mix_310517/mx4-10-3_summary,NA,NA,NA,NA,mx4,10,3.lst,37042.0,2017-05-31T13:33:57Z,410.65,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:33:57 UTC,47.10690972222222,1130.5658333333333,15211297.299999999
flowcamdata/summaries_mix_310517/mx4-10-4_summary,NA,NA,NA,NA,mx4,10,4.lst,31045.0,2017-05-31T13:37:04Z,406.06,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:37:04 UTC,47.10907407407407,1130.6177777777777,12606132.7
flowcamdata/summaries_mix_310517/mx4-10-5_summary,NA,NA,NA,NA,mx4,10,5.lst,29999.0,2017-05-31T13:39:57Z,406.88,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:39:57 UTC,47.11107638888889,1130.6658333333332,12205993.12
flowcamdata/summaries_mix_310517/mx4-17-1_summary,NA,NA,NA,NA,mx4,17,1.lst,42692.0,2017-05-31T16:39:47Z,299.75,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:39:47 UTC,47.23596064814815,1133.6630555555555,12796927.0
flowcamdata/summaries_mix_310517/mx4-17-2_summary,NA,NA,NA,NA,mx4,17,2.lst,42625.0,2017-05-31T16:41:20Z,301.05,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:41:20 UTC,47.237037037037034,1133.6888888888889,12832256.25
flowcamdata/summaries_mix_310517/mx4-17-3_summary,NA,NA,NA,NA,mx4,17,3.lst,37087.0,2017-05-31T16:43:04Z,295.86,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:43:04 UTC,47.23824074074074,1133.7177777777779,10972559.82
flowcamdata/summaries_mix_310517/mx4-17-4r2_summary,NA,NA,NA,NA,mx4,17,4r2.lst,37950.0,2017-05-31T16:45:25Z,312.62,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:45:25 UTC,47.23987268518518,1133.7569444444443,11863929.0
flowcamdata/summaries_mix_310517/mx4-17-5_summary,NA,NA,NA,NA,mx4,17,5.lst,33754.0,2017-05-31T16:47:52Z,314.86,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:47:52 UTC,47.24157407407407,1133.7977777777778,10627784.440000001
flowcamdata/summaries_mix_310517/nm1-10-1_summary,NA,NA,NA,NA,nm1,10,1.lst,6462.0,2017-05-31T12:29:13Z,909.6,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 12:29:13 UTC,57.061956018518515,1369.4869444444444,5877835.2
flowcamdata/summaries_mix_310517/nm1-10-2_summary,NA,NA,NA,NA,nm1,10,2.lst,5053.0,2017-05-31T12:31:00Z,1022.32,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 12:31:00 UTC,57.06319444444444,1369.5166666666667,5165782.96
flowcamdata/summaries_mix_310517/nm1-10-3_summary,NA,NA,NA,NA,nm1,10,3.lst,5964.0,2017-05-31T12:32:30Z,909.81,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 12:32:30 UTC,57.064236111111114,1369.5416666666667,5426106.84
flowcamdata/summaries_mix_310517/nm1-10-4_summary,NA,NA,NA,NA,nm1,10,4.lst,7636.0,2017-05-31T12:33:56Z,945.01,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 12:33:56 UTC,57.06523148148148,1369.5655555555556,7216096.36
flowcamdata/summaries_mix_310517/nm1-10-5_summary,NA,NA,NA,NA,nm1,10,5.lst,7546.0,2017-05-31T12:35:22Z,944.86,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 12:35:22 UTC,57.06622685185185,1369.5894444444446,7129913.5600000005
flowcamdata/summaries_mix_310517/nm1-17-1_summary,NA,NA,NA,NA,nm1,17,1.lst,16605.0,2017-05-31T13:43:02Z,757.84,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 13:43:02 UTC,57.11321759259259,1370.7172222222223,12583933.200000001
flowcamdata/summaries_mix_310517/nm1-17-2_summary,NA,NA,NA,NA,nm1,17,2.lst,16176.0,2017-05-31T13:44:24Z,766.54,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 13:44:24 UTC,57.11416666666667,1370.74,12399551.04
flowcamdata/summaries_mix_310517/nm1-17-3_summary,NA,NA,NA,NA,nm1,17,3.lst,14730.0,2017-05-31T13:46:06Z,769.2,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 13:46:06 UTC,57.11534722222222,1370.7683333333334,11330316.0
flowcamdata/summaries_mix_310517/nm1-17-4_summary,NA,NA,NA,NA,nm1,17,4.lst,18481.0,2017-05-31T13:47:35Z,763.28,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 13:47:35 UTC,57.11637731481481,1370.7930555555556,14106177.68
flowcamdata/summaries_mix_310517/nm1-17-5_summary,NA,NA,NA,NA,nm1,17,5.lst,18481.0,2017-05-31T13:49:15Z,759.25,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-31 13:49:15 UTC,57.117534722222224,1370.8208333333334,14031699.25
flowcamdata/summaries_mix_310517/nm2-10-1_summary,NA,NA,NA,NA,nm2,10,1.lst,12742.0,2017-05-31T12:44:36Z,438.35,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 12:44:36 UTC,50.07263888888889,1201.7433333333333,5585455.7
flowcamdata/summaries_mix_310517/nm2-10-2_summary,NA,NA,NA,NA,nm2,10,2.lst,12968.0,2017-05-31T12:46:04Z,418.64,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 12:46:04 UTC,50.07365740740741,1201.7677777777778,5428923.52
