Temperature,run,term,estimate,std.error,statistic,p.value
19,88,umax,2.105813788784608,0.10923187631062649,19.278381548589643,6.926467094133359e-6
19,89,ks,1.1865169404421985,2.290871191493818,0.5179326296684981,0.626598686373876
19,89,umax,2.20393656465945,0.18019868518293405,12.230591818259152,6.463272488607569e-5
19,90,ks,0,1.7410599154480741,0,1
19,90,umax,2.0610145921328544,0.14662703754774906,14.056170175720052,3.2786981091503605e-5
19,91,ks,3.4224697564411524,2.2118249920869664,1.5473510647024034,0.1824527967254976
19,91,umax,2.2975379218374274,0.14651213232406018,15.68155404875045,1.9169909888805934e-5
19,92,ks,2.733974329444162,1.9360515022774314,1.4121392567440028,0.21701187276501013
19,92,umax,2.2881151778259947,0.13572445631395286,16.85853264744867,1.3426741252844578e-5
19,93,ks,3.418774393453428,2.2563127836724797,1.5152041056510224,0.1901528834915528
19,93,umax,2.298243712752661,0.1495521870341652,15.367503199586292,2.117303436811306e-5
19,94,ks,2.9641843754667634,1.7951628365395698,1.6512064059774365,0.15960736054327906
19,94,umax,2.2969633218263135,0.12373757628632386,18.563183397994084,8.348955790442266e-6
19,95,ks,0.692732063002512,1.8628870411005356,0.37185940302277665,0.725236337874586
19,95,umax,2.0065532748493182,0.14083306173989776,14.24774303746366,3.0684589971597623e-05
19,96,ks,1.1003822714963685,2.1618040728650683,0.509011101102246,0.6324043291599206
19,96,umax,2.1944499486387037,0.17088561001760708,12.841631009261693,5.097911291154718e-5
19,97,ks,3.107255585140551,2.3873580136439716,1.3015457117794225,0.24981115673730897
19,97,umax,2.246715146765208,0.15892866389175647,14.136626406772073,3.18836854300239e-5
19,98,ks,1.2198346376939473,1.7444911683089455,0.6992495346803139,0.5155794869201029
19,98,umax,2.0931065121695944,0.12985840796649462,16.118374966599365,1.6747577312483098e-5
19,99,ks,2.9670059359000476,2.2390839079445803,1.32509814633239,0.24246131196754406
19,99,umax,2.249540394852996,0.1511118585379485,14.886590745544119,2.4748941367892736e-5
19,100,ks,3.1293671019644265,2.2762120186147246,1.3748135395001218,0.22760190109570277
19,100,umax,2.2534830417249623,0.151690773767996,14.855768651899423,2.500183500233962e-5
22,1,ks,2.671702375102681,1.2177934582966867,2.193887934690961,0.07970520320150142
22,1,umax,2.6288312241320964,0.09864472670482911,26.649485602998816,1.3910091871171185e-6
22,2,ks,3.10633713966846,1.3050352549938924,2.380270669149852,0.06314377951151567
22,2,umax,2.6539517291520185,0.10263300263561394,25.858658141129837,1.6156235948799604e-6
22,3,ks,2.358214878179773,1.324491586297368,1.7804679943435433,0.1351134566079364
22,3,umax,2.70344015335895,0.11360282510982386,23.797296860755345,2.4405293572580264e-6
22,4,ks,0.3015578680779079,1.5043820484871333,0.20045298226016892,0.849024745446789
22,4,umax,2.4977603663853234,0.14809497813198833,16.865935617068775,1.339773595506887e-5
22,5,ks,2.9721484241664275,1.4293778203253316,2.0793301686253645,0.09214031607824508
22,5,umax,2.6409364678214797,0.11319837087571351,23.33016321163406,2.692798356666108e-6
22,6,ks,2.7401402285580025,1.1441040791886528,2.395009578587629,0.06200223046111428
22,6,umax,2.638996759688811,0.0924535344675643,28.544033225843375,9.88628231378832e-7
22,7,ks,3.2238512155244243,1.2442681108261808,2.5909618573956874,0.04878001685282139
22,7,umax,2.677909424030878,0.09772662076917638,27.40204667831417,1.211188511781791e-6
22,8,ks,2.994076001523561,1.362358375958013,2.1977154134778387,0.07932180709238881
22,8,umax,2.643012907443574,0.10776497631596187,24.52571324930638,2.1013133018751133e-6
22,9,ks,3.4922860163525207,1.2082741145561586,2.890309387812516,0.034174475822880974
22,9,umax,2.6513268302007496,0.09181312939468968,28.87742578518512,9.331418341886672e-7
22,10,ks,0.6526428644772632,1.1871488201765577,0.5497565708570552,0.6061397300597184
22,10,umax,2.48084259746828,0.1114647593246919,22.256743857865388,3.4013231167385203e-6
22,11,ks,2.6903680264557144,1.2341102472649095,2.180006229117884,0.0811123574785372
22,11,umax,2.624561328915639,0.09963341239044343,26.3421804588054,1.4735430928939488e-6
22,12,ks,0,0.8309035133813135,0,1
22,12,umax,2.5980732602348957,0.08821069136015698,29.453042711423457,8.458706506336326e-7
22,13,ks,2.5186100218625733,1.25221462498309,2.011324553805291,0.1004763179088159
22,13,umax,2.6390636339232043,0.10327916010706799,25.552721683516072,1.714027857846815e-6
22,14,ks,2.749161454947381,1.2548129269824202,2.1908934756980685,0.08000653169302802
22,14,umax,2.6273390263644933,0.10086889461096944,26.047068687503703,1.5583873956428602e-6
22,15,ks,0.5471395080510619,1.2729265782753718,0.4298280178832902,0.6852147788281298
22,15,umax,2.5452760987655174,0.12410431994169815,20.509165998099338,5.099934218998025e-6
22,16,ks,2.6166400438173696,1.6096140780361439,1.6256319322268085,0.1649562585957498
22,16,umax,2.5860718430505507,0.12891400453030938,20.06044147393258,5.689937878182247e-6
22,17,ks,1.3046369230473778,1.6293427929975686,0.8007135936368454,0.45963670711268934
22,17,umax,2.451204090185997,0.1407674658089066,17.413143556292574,1.1447040706112406e-5
22,18,ks,0.5639141457261836,1.6024612004467116,0.3519050230788637,0.7392551053420018
22,18,umax,2.475928753684259,0.15168439955778085,16.3228964936576,1.5740194244140038e-5
22,19,ks,0.5454659817889178,1.2697805779245517,0.4295749921458702,0.6853870774864593
22,19,umax,2.5456104182554404,0.12383757214483077,20.55604267885915,5.042627022429088e-6
22,20,ks,2.0987325021350562,1.8153543422997176,1.156100742005195,0.29987561870793616
22,20,umax,2.4728757605695315,0.14601184673269518,16.936130977759912,1.312640042361471e-5
22,21,ks,2.9421642565553077,1.428536029092226,2.0595660148837327,0.09448537258542901
22,21,umax,2.624632710546486,0.11273470397278645,23.281497338921103,2.7208381951696277e-6
22,22,ks,3.1815660488850304,1.6836668013008658,1.8896648947563912,0.11741052844453978
22,22,umax,2.60207533184137,0.12896783551079227,20.176157268481283,5.5302959638506854e-6
22,23,ks,3.105714331135187,1.8776831726804764,1.6540140404526509,0.159030743733234
22,23,umax,2.6182675812734653,0.14569073361835866,17.97140776387397,9.796996208600773e-6
22,24,ks,2.144804384516537,1.594701905048704,1.344956306709267,0.23642058379651995
22,24,umax,2.6023214762431937,0.13437750184341893,19.365752752834354,6.7733574086974595e-6
22,25,ks,0,1.6218405217557184,0,1
22,25,umax,2.422818129194132,0.16056402490189678,15.089420750846605,2.3158951240397e-5
22,26,ks,1.6380187202184886,1.064516155211125,1.5387448205458385,0.18448395690090155
22,26,umax,2.4651066584700767,0.08935154347290818,27.588853674559175,1.1709587001519363e-6
22,27,ks,2.677173188259065,1.2284394138898818,2.179328632725756,0.0811817166924943
22,27,umax,2.6239926540094256,0.09927409848260466,26.431795343568048,1.4488826397808043e-6
22,28,ks,2.836893810487514,1.318178619237168,2.152131561752404,0.0840183059808194
22,28,umax,2.6251479696606914,0.10503510481710389,24.99305326758919,1.9133164966143306e-6
22,29,ks,0,1.2776620301872161,0,1
22,29,umax,2.546059647933708,0.13292413143988988,19.154231969422884,7.151221007045504e-6
22,30,ks,3.56370137616532,1.2751132833794199,2.794811584677777,0.038227016917012926
22,30,umax,2.7202048218058525,0.09880982386730228,27.52970013851033,1.1835219540884336e-6
22,31,ks,2.4734358796449407,1.6551676655062104,1.494371797607872,0.19531020332302254
22,31,umax,2.595258864299927,0.13481494136791822,19.25052845008705,6.976146034316276e-6
22,32,ks,2.396117003989626,1.6328101037098486,1.4674805101618953,0.20216737808291285
22,32,umax,2.5755534751885043,0.1329458835197964,19.372946397433886,6.760932775361134e-6
22,33,ks,2.8062578655771397,1.2387717197800527,2.2653551261853138,0.07286131529019413
22,33,umax,2.643180639475074,0.0996616302464076,26.521547288961287,1.424678694061064e-6
22,34,ks,0.5467474984642725,1.2682609001059582,0.43110017695774894,0.6843488269384443
22,34,umax,2.5457027822768303,0.12367572871268918,20.583689368758417,5.009190303260492e-6
22,35,ks,3.2163187219411253,1.2978204096531383,2.478246372162335,0.05596127166700796
22,35,umax,2.6509824783528,0.1009739842251515,26.254113856116117,1.498269273480078e-6
22,36,ks,1.4483650690052372,1.5937020385677283,0.9088054316018153,0.40512778030056446
22,36,umax,2.5892699749345454,0.1432732377777479,18.07225142040233,9.530158326612224e-6
22,37,ks,2.685549599221405,1.2268838672227618,2.18891915605717,0.08020586799791113
22,37,umax,2.623797560358216,0.09906491066646869,26.485639998122103,1.4343034154516157e-6
22,38,ks,1.4375904089035885,1.045525696904933,1.3749928989400104,0.22754986884864142
