N.Treatment,Temperature,day,term,estimate,std.error,statistic,p.value,N.Treatment,Temperature,log.start
440,16,7.009722220833333,day,0.7848013163312768,NaN,NaN,NaN,440,16,5.3706380281276624
440,19,2.078472222083333,day,1.0014432606387582,NaN,NaN,NaN,440,19,5.5053315359323625
440,19,3.10763888875,day,1.3855074660359676,NaN,NaN,NaN,440,19,5.5053315359323625
440,19,4.102777777916667,day,1.0496763549463066,NaN,NaN,NaN,440,19,5.5053315359323625
440,19,5.0256944458333335,day,1.1044933416922302,NaN,NaN,NaN,440,19,5.5053315359323625
440,22,1.02638888875,day,2.7684030492338003,NaN,NaN,NaN,440,22,5.598421958998375
440,22,1.99236111125,day,1.2753805264157196,NaN,NaN,NaN,440,22,5.598421958998375
440,22,2.26736111125,day,1.2860621497903129,NaN,NaN,NaN,440,22,5.598421958998375
440,22,3.01736111125,day,1.5311587271594063,NaN,NaN,NaN,440,22,5.598421958998375
440,22,3.2083333333333335,day,1.1303412203472334,NaN,NaN,NaN,440,22,5.598421958998375
440,22,3.99375,day,1.3310599743803138,NaN,NaN,NaN,440,22,5.598421958998375
440,22,4.2513888875,day,1.357325290191645,NaN,NaN,NaN,440,22,5.598421958998375
440,22,4.9513888875,day,1.1239877746063676,NaN,NaN,NaN,440,22,5.598421958998375
440,25,1.04375,day,1.7335050095618019,NaN,NaN,NaN,440,25,5.736572297479192
440,25,1.2270833333333333,day,1.937239080604323,NaN,NaN,NaN,440,25,5.736572297479192
440,25,2.0076388887500003,day,1.1464297167141686,NaN,NaN,NaN,440,25,5.736572297479192
440,25,2.28125,day,1.6161583736800873,NaN,NaN,NaN,440,25,5.736572297479192
440,25,3.0319444445833335,day,1.0895496923530508,NaN,NaN,NaN,440,25,5.736572297479192
440,25,3.22361111125,day,1.137732271308758,NaN,NaN,NaN,440,25,5.736572297479192
440,25,4.020833333333333,day,1.1733980357937737,NaN,NaN,NaN,440,25,5.736572297479192
440,25,4.266666666666667,day,1.1811780174842215,NaN,NaN,NaN,440,25,5.736572297479192
440,25,4.966666666666667,day,1.1920567943003701,NaN,NaN,NaN,440,25,5.736572297479192
440,28,1.24236111125,day,2.0658879964439962,NaN,NaN,NaN,440,28,5.645446897643238
440,28,2.0208333333333335,day,0.7098950609217416,NaN,NaN,NaN,440,28,5.645446897643238
440,28,2.29513888875,day,1.4779956817143747,NaN,NaN,NaN,440,28,5.645446897643238
440,28,3.0500000000000003,day,1.0233125416075781,NaN,NaN,NaN,440,28,5.645446897643238
440,28,3.2375000000000003,day,0.8478213436909138,NaN,NaN,NaN,440,28,5.645446897643238
440,28,4.034722222083333,day,1.3582186797699793,NaN,NaN,NaN,440,28,5.645446897643238
440,28,4.285416666666666,day,0.6738247100661443,NaN,NaN,NaN,440,28,5.645446897643238
440,28,4.9847222208333335,day,1.0531316467367193,NaN,NaN,NaN,440,28,5.645446897643238
