Temperature,Species,umax_lwr_CI,umax_upr_CI,root_lwr_CI,root_upr_CI,ks_lwr_CI,ks_upr_CI,model,resource_affects,ks
-2,AC,0.012737905210683855,0.09561157466414931,200,200,0.008393894590339304,0.37789563866252923,NB,growth,var
-2,TT,-1.3672279907581166,-0.05434027876300096,200,200,0.3882759295443478,11.232227721673969,NB,growth,var
-1.5,AC,0.017956691730702516,0.10107840858934794,5.357515501831327,200,0.009127143872614629,0.3915422105627911,NB,growth,var
-1.5,TT,-1.3044310664647996,-0.048888349236120884,200,200,0.4139788550535082,11.51982639648471,NB,growth,var
-1,AC,0.023536225967923756,0.10683680879556885,0.8813702730996954,200,0.009924446200132634,0.40568158763351786,NB,growth,var
-1,TT,-1.2415975241414943,-0.04294799218563612,200,200,0.44138679895880595,11.814809833886711,NB,growth,var
-0.5,AC,0.029492956776862058,0.1129004986925039,0.48715903622524237,200,0.01079139693139422,0.42033156606102,NB,growth,var
-0.5,TT,-1.1787508454097635,-0.03649516168964708,200,200,0.47061310566925507,12.117368177179447,NB,growth,var
0,AC,0.0358437412812236,0.11928367670768665,0.33989636925363437,200,0.011734080207855654,0.4355105846877046,NB,growth,var
0,TT,-1.115915393265605,-0.029505271458413928,200,200,0.5017786707281324,12.427696478527093,NB,growth,var
0.5,AC,0.040742706409971303,0.12600101457051832,0.26291326953027855,200,0.01275911165159975,0.45123774821967993,NB,growth,var
0.5,TT,-1.0531164379671467,-0.021953237745654226,200,200,0.5350124449841753,12.745994826013794,NB,growth,var
1,AC,0.04540300784587719,0.13306765297680254,0.21560584202365488,200,0.013873684792865285,0.4675328512724337,NB,growth,var
1,TT,-0.9903801836196635,-0.013813530001009024,200,200,0.5704519724997631,13.072468473995581,NB,growth,var
1.5,AC,0.050431013632902484,0.14049919427290683,0.12963587438267518,200,0.015085621553256667,0.48441640328484903,NB,growth,var
1.5,TT,-0.9277337954757221,-0.005060230049634638,200,200,0.6082439644586487,13.407327976834608,NB,growth,var
2,AC,0.055849614319521824,0.1483116917608705,0.08815293050633537,200,0.016403427138918122,0.5019096543329153,NB,growth,var
2,TT,-0.8652054279686754,0.004332899349150075,200,200,0.648544911487883,13.750789326103732,NB,growth,var
2.5,AC,0.061682714670187634,0.1565216351844516,0.06864705161184523,200,0.017836349728905177,0.5200346218756245,NB,growth,var
2.5,TT,-0.8030481908370637,0.014392335641238586,200,200,0.6915217369708959,14.10307409135165,NB,growth,var
3,AC,0.06795523723749859,0.1651459319109417,0.057418751637715225,200,0.01939444537763821,0.5388141184667158,NB,growth,var
3,TT,-0.7412021604081781,0.0251447063158559,200,200,0.7373524941019572,14.464409564521265,NB,growth,var
3.5,AC,0.07469311969231737,0.17420188327424638,0.0501998788381466,200,0.021088648586914678,0.5582717804671462,NB,growth,var
3.5,TT,-0.6794267692250207,0.036616686361033074,200,200,0.7862271096171698,14.835028908116254,NB,growth,var
4,AC,0.08192330490083709,0.18370715549086322,0.04521399756724084,200,0.022930849042744637,0.5784320977944273,NB,growth,var
4,TT,-0.6177530353459945,0.04883488216677756,200,200,0.8383481773345423,15.215171307213389,NB,growth,var
4.5,AC,0.0896737226185742,0.19367974450159803,0.041605158854083384,200,0.024933975055538262,0.5993204447462697,NB,growth,var
4.5,TT,-0.5562133367250843,0.06182570061141522,200,200,0.8939318048463925,15.60508212542062,NB,growth,var
5,AC,0.09797326153999106,0.20413793402771915,0.038934525857532626,200,0.027112084289217027,0.6209631119373316,NB,growth,var
5,TT,-0.4948414602459469,0.07561520196465292,200,200,0.9532085169322256,16.00501306488362,NB,growth,var
5.5,AC,0.10685173029775472,0.2151002460602961,0.036908442124292555,5.575036533550949,0.029480462415973192,0.6433873393892675,NB,growth,var
5.5,TT,-0.43367265237564634,0.09022893513142617,200,200,1.0164242195003101,16.415222330446106,NB,growth,var
6,AC,0.11633980584624616,0.22658538292520414,0.03535421165674964,2.4745974778934037,0.03205573038902303,0.6666813404750682,NB,growth,var
6,TT,-0.37295571894815976,0.1056917536430234,107.79605281054701,200,1.083841228122413,16.83597479807199,NB,growth,var
6.5,AC,0.12646896748845282,0.23861215998316215,0.03415629899464558,1.6170275294856764,0.03485596108617934,0.6951094644526529,NB,growth,var
6.5,TT,-0.31293457958777043,0.12202761067575102,15.064512124055138,200,1.1557393654996984,17.267542187640338,NB,growth,var
7,AC,0.1372714146122956,0.2511994279336163,0.033211587815346014,1.2155621451867222,0.03790080614283194,0.7247497990979441,NB,growth,var
7,TT,-0.2533741406512589,0.1392593312419159,7.471019721112901,200,1.2324171324897804,17.71020324022682,NB,growth,var
7.5,AC,0.14877996599010226,0.2643659835926615,0.032510432155652504,0.9831172805812698,0.04121163386443243,0.7556540345859275,NB,growth,var
7.5,TT,-0.1943155171495186,0.15740835955251117,4.372165071892724,200,1.3141929576365836,18.164243899988513,NB,growth,var
8,AC,0.16102793826154777,0.2781304679078135,0.03202432775246273,0.8318169554344376,0.04481167918633432,0.7878760652251278,NB,growth,var
8,TT,-0.13580121415383292,0.17649447939500673,2.763641031399414,200,1.4014065304773955,18.62995750077179,NB,growth,var
8.5,AC,0.17404900096397102,0.29251124985556587,0.031666206295417325,0.7256685255069256,0.04872620673338606,0.8214720834446134,NB,growth,var
8.5,TT,-0.07787516623950505,0.1965355052023334,2.037810002182641,200,1.4944202242566302,19.107644957566265,NB,growth,var
9,AC,0.18787700519241549,0.3075262947404896,0.031448805326393096,0.6472668601771837,0.052982688123606875,0.8565006777887227,NB,growth,var
9,TT,-0.020582777969912296,0.21754694130972801,1.645086815393225,200,1.5936206140549627,19.597614962930916,NB,growth,var
9.5,AC,0.2025457826626985,0.3231930152762847,0.03131894825691843,0.587140606141974,0.057610994760238315,0.8930229350904082,NB,growth,var
9.5,TT,0.036029034552881534,0.23954160670373395,1.4004620355867987,200,1.6953779495597172,20.100184188521794,NB,growth,var
10,AC,0.21808891161175678,0.33952810367873154,0.03130668146164166,0.5397095739495336,0.06264360746515968,0.9311025470013794,NB,growth,var
10,TT,0.09078172027581585,0.26252922236144477,1.2347773704987803,122.56704846930108,1.803115912739361,20.615677491854168,NB,growth,var
10.5,AC,0.23453944559769102,0.3565473428369075,0.03138488326491077,0.501431466079084,0.06811584442484596,0.9708059210648236,NB,growth,var
10.5,TT,0.1428396587876315,0.2865159580570751,1.11622564575299,62.63468974862091,1.9177485850695222,21.144428128435322,NB,growth,var
11,AC,0.25192960085432864,0.37426539445121804,0.03155120893217482,0.47002574622068755,0.07406610904856184,1.0122022965244066,NB,growth,var
11,TT,0.19434276484856045,0.31270250863380894,1.0281838434576982,21.157860418510726,2.0397203577291085,21.686777969407846,NB,growth,var
11.5,AC,0.2702903974084885,0.39269556183356435,0.031774553955097054,0.4438904785075952,0.08053615947822641,1.0553638650715134,NB,growth,var
11.5,TT,0.24504280918084026,0.3404609130979055,0.9610982953699165,13.679310743588493,2.1695044709081124,22.2430777248469,NB,growth,var
12,AC,0.28965124867889586,0.4118495248550392,0.03212004657877065,0.42190118198808074,0.08757140164133219,1.1003658967413015,NB,growth,var
12,TT,0.28757878917127605,0.36940859190010844,0.9090884230414062,10.387066243719257,2.3076048999818615,22.813687172858657,NB,growth,var
12.5,AC,0.31003949374000767,0.4317370442985149,0.03250131788197931,0.4041550013769267,0.09522120790352347,1.1472868711771198,NB,growth,var
12.5,TT,0.3273533771820508,0.40089767019565375,0.8683465818829326,8.513612965092321,2.4545583658633072,23.398975394630988,NB,growth,var
13,AC,0.33147986584765365,0.4523656326258748,0.03294619359794576,0.390705640597474,0.10353926355709414,1.1962086144922053,NB,growth,var
13,TT,0.3670767296736096,0.4384174245547474,0.8363256199635564,7.303086339807091,2.610936477763497,23.99932101559132,NB,growth,var
13.5,AC,0.3539938901818076,0.4737401879007942,0.03350449500463404,0.3785760592800175,0.11258394357701396,1.2472164419673328,NB,growth,var
13.5,TT,0.4066707847265343,0.48266558566066664,0.8112204184535068,6.458947017166491,2.7773480171393317,24.61511245283087,NB,growth,var
14,AC,0.3775992030600167,0.495862587316165,0.03409502284565767,0.3676818518057238,0.12241872228850528,1.3003993068332729,NB,growth,var
14,TT,0.446052223751252,0.5329785315203381,0.791798280605921,5.839881257219752,2.954441372193475,25.24674816895823,NB,growth,var
14.5,AC,0.40230878410760385,0.5187312364585718,0.03476296004518747,0.3578797010873791,0.1331126188211612,1.3558499553975158,NB,growth,var
14.5,TT,0.4818122733964403,0.5822086880218524,0.7770836791667549,5.369571363530753,3.142907132916374,25.894636932549933,NB,growth,var
15,AC,0.42813009203188246,0.5423405700986083,0.03547525107374132,0.349059057841854,0.1447406814757412,1.4136650887857956,NB,growth,var
15,TT,0.5169245438770238,0.6304488026164123,0.766452937317148,5.003147299533788,3.3434808573274184,26.559198085369722,NB,growth,var
15.5,AC,0.4550640937308694,0.5666804999230779,0.03633935237734586,0.3410998569372443,0.15738451440286383,1.4739455315804721,NB,growth,var
15.5,TT,0.5521061882291778,0.6773797157074857,0.7593532255543016,4.712442976800002,3.5569460202841308,27.240861816532885,NB,growth,var
16,AC,0.48310417546543855,0.5917358042208363,0.03722271089151993,0.3340307561157258,0.17113285028975583,1.536796407649867,NB,growth,var
16,TT,0.5872922315153515,0.7229203593950688,0.755437501303849,4.47889771551849,3.7841371569879687,27.940069443796503,NB,growth,var
16.5,AC,0.5122349237299794,0.6174854540956299,0.038194298207672416,0.32766544537184017,0.18608217307409422,1.6023273234751778,NB,growth,var
16.5,TT,0.622374596545751,0.7669865631106849,0.7544229662574994,4.289793347531889,4.0259432141261,28.65727370216129,NB,growth,var
17,AC,0.5424307622622319,0.6439018703039681,0.039258193689186864,0.32200827548938227,0.2023373950550623,1.6706525592946841,NB,growth,var
17,TT,0.6572338185243953,0.8094909484190989,0.7561585315031754,4.136182212872036,4.283311122453758,29.392939039975513,NB,growth,var
17.5,AC,0.5736544303291806,0.670950104300841,0.040375485038302614,0.3170153033907754,0.22001259315349184,1.7418912683985794,NB,growth,var
17.5,TT,0.6917381213935268,0.8503428204954468,0.7604570258416145,4.011504358364312,4.557249605545265,30.14754192273635,NB,growth,var
18,AC,0.605855286003043,0.6985869365176488,0.04163882616396262,0.31301201618246793,0.2392318094880646,1.8161676849219826,NB,growth,var
18,TT,0.7257424261122706,0.8894480561783826,0.7673148169538986,3.911030784127135,4.848833240427425,30.921571144789368,NB,growth,var
18.5,AC,0.6389674165890151,0.7272995616123614,0.04300053661347512,0.31097303408411747,0.26012992188590683,1.893611340498504,NB,growth,var
18.5,TT,0.7590872861150346,0.92670898849699,0.7766579407935111,3.831119269543197,5.159206786860869,31.71552814913182,NB,growth,var
19,AC,0.6729075366731644,0.7611631067991766,0.04447233386494585,0.3096710526303699,0.2828535904367014,1.9743572901521902,NB,growth,var
19,TT,0.791597744875583,0.9620242875663012,0.7885436859230088,3.769089640565897,5.4895898031577826,32.5299273555309,NB,growth,var
19.5,AC,0.7075726524123218,0.7956190370936115,0.04607194646857065,0.3090946742477366,0.30756228673310393,2.058546347821779,NB,growth,var
19.5,TT,0.8230821101623207,0.9952888377432552,0.8030450934147144,3.722891255519267,5.8412815676226995,33.36529649717376,NB,growth,var
20,AC,0.7428374686746573,0.8305319208557767,0.04779674677641257,0.30925986371829467,0.3344294130205321,2.14632533192801,NB,growth,var
20,TT,0.8533306392078022,1.0263936109318488,0.8202830273137343,3.6909789011144407,6.215666325982275,34.22217696607144,NB,growth,var
20.5,AC,0.7785515134452391,0.8657398029348364,0.04945352188058213,0.310082202526797,0.36364351911036696,2.2378473214122225,NB,growth,var
20.5,TT,0.8821141286293839,1.0552255359230676,0.8404289552480786,3.672206224379825,6.614218886535155,35.10112416744504,NB,growth,var
21,AC,0.8145359515195323,0.9010507438625821,0.049615359916884434,0.3117347949095186,0.38334942061644023,2.333271922692767,NB,growth,var
21,TT,0.9091824025268225,1.0816673636519267,0.863710325478374,3.6657512871025597,7.038510586210487,36.002707883328085,NB,growth,var
21.5,AC,0.8505800569023667,0.9362389684627248,0.04978692436074903,0.31412621299436355,0.3998140954866415,2.432765548004765,NB,growth,var
21.5,TT,0.934225261242699,1.1055975282506125,0.8843004671233284,3.6710650601512076,7.3768872235279375,36.92751264562533,NB,growth,var
22,AC,0.8864373104917915,0.9710405830109954,0.05009692453447745,0.3173463029396438,0.41698592029369547,2.536501705608628,NB,growth,var
22,TT,0.9545337209817213,1.126890003773274,0.9005153722803648,3.687836962844993,7.713078654906138,37.87613811887453,NB,growth,var
22.5,AC,0.92182108653635,1.0051488160013937,0.05049134011257739,0.32145407232207146,0.4348952667902868,2.6446613023734233,NB,growth,var
22.5,TT,0.971060660453219,1.1454141564644909,0.9207071759358902,3.715973710115515,8.068282035065096,38.849199492964125,NB,growth,var
23,AC,0.9563998879887592,1.0382087330998695,0.05097799719380621,0.3265272768823547,0.4535738111813995,2.796367297735509,NB,growth,var
23,TT,0.9846320721111617,1.1610451169638996,0.9452631694241912,3.7555892246131855,8.443716846040665,39.847327886066196,NB,growth,var
23.5,AC,0.9897920872151125,1.071677094034639,0.05156592607005867,0.332665692959624,0.4730545901499214,2.960025623929517,NB,growth,var
23.5,TT,0.9950029112879792,1.173627776943122,0.9746989503751271,3.8070044887442034,8.840685340384827,40.87117075805126,NB,growth,var
24,AC,1.021560124530824,1.1044898757012505,0.052265762097153896,0.33999591907456417,0.49337205928852157,3.1332621080980916,NB,growth,var
24,TT,1.0019153442203492,1.1853469755432804,1.00966592331183,3.870757144298695,9.2605782855096,41.921392334657895,NB,growth,var
24.5,AC,1.051204112694793,1.1354548705288294,0.05309019734227582,0.34867809816952094,0.5145621540411489,3.3166373151224664,NB,growth,var
24.5,TT,1.0050981961089624,1.1928753951240652,1.05112096887638,3.94762154165183,9.704881110013144,42.9986740426979,NB,growth,var
25,AC,1.078154790771484,1.1640485211884544,0.0540545258910393,0.35891965805827597,0.5366623532619395,3.5107446171299976,NB,growth,var
25,TT,1.0042663777612633,1.1955329468153542,1.1002030377596106,4.038640934017899,10.175180480203597,44.10371495658437,NB,growth,var
25.5,AC,1.1017657656340358,1.189673988254528,0.05517733271904438,0.3709823006487381,0.5597117455039476,3.716212113549154,NB,growth,var
25.5,TT,0.9991202900410601,1.1929658518156292,1.158462655159493,4.145174765510871,10.650923542046808,45.2372322564783,NB,growth,var
26,AC,1.1213049737947853,1.2116526759882045,0.056481390865630345,0.3851886640240027,0.5837510981549482,3.9337046635363677,NB,growth,var
26,TT,0.9893452053220748,1.1855567102452693,1.2270126661899896,4.268965738769223,11.153383690026105,46.39996169835639,NB,growth,var
26.5,AC,1.1356300137740367,1.23258797066489,0.05799485690578247,0.401974151623688,0.6088229295425863,4.163926037351337,NB,growth,var
26.5,TT,0.9746106251147961,1.1766260147687277,1.3077773751858934,4.412233918931816,11.442561577107002,47.592658096311084,NB,growth,var
27,AC,1.1413176277506731,1.2576742018619396,0.05975289554142562,0.4218531980888775,0.6349715841364111,4.407621193642291,NB,growth,var
27,TT,0.954569613007372,1.1635171837026568,1.3725576336800902,4.57780912416873,11.73465346969055,48.81609581740179,NB,growth,var
27.5,AC,1.1404755808600138,1.2793612454096186,0.06179992981261025,0.4457231300184963,0.6622433109797993,4.665578690010123,NB,growth,var
27.5,TT,0.9271361591993781,1.146044300499415,1.4512346413624027,4.769319308194868,12.0342018925169,50.07106928938467,NB,growth,var
28,AC,1.1320117348929541,1.296982717014608,0.0641928206089555,0.47459113869204206,0.6906863454904933,4.9386332346516,NB,growth,var
28,TT,0.8913464933942475,1.124014881199258,1.5476396239816468,4.991463475453193,12.34139720532481,51.35839352165682,NB,growth,var
28.5,AC,1.114700323515555,1.3097903661184283,0.06700545824810294,0.5099692593475682,0.7203509947744338,5.227668387338336,NB,growth,var
28.5,TT,0.8393733353892382,1.0972296618158677,1.6672789971534798,5.250416583976515,12.656434627832667,52.67890463975961,NB,growth,var
29,AC,1.0871675224783175,1.3169454761306305,0.07033555715316601,0.5541292879793113,0.7512897266037796,5.533619418471457,NB,growth,var
29,TT,0.7772800432082934,1.065482379232941,1.818371543198081,5.5544483674036,12.979514363822208,54.033460433794694,NB,growth,var
29.5,AC,1.0478755642784516,1.3175094307124808,0.07431499418306062,0.6103122737689292,0.7835572622164919,5.857476335463394,NB,growth,var
29.5,TT,0.6957048487399691,1.030143923731132,2.0116056523528587,5.914904029906544,13.310841728390496,55.422940921115895,NB,growth,var
30,AC,0.9951052566608614,1.3104333691014136,0.07912605131423892,0.6839546370718785,0.8172106731016167,6.429525108254826,NB,growth,var
30,TT,0.5881607588458005,0.9946892010301985,2.268774256637398,6.473032091566518,13.650627278450962,56.84824892366912,NB,growth,var
30.5,AC,0.9269367511606914,1.2945468465873817,0.08502790853989255,0.7842388452483852,0.8523094819414477,7.059692718356311,NB,growth,var
30.5,TT,0.4505362338276401,0.9540424520445409,2.5534009801436537,7.314436343973464,13.999086946566603,58.310310660362425,NB,growth,var
31,AC,0.8265423221948044,1.2685454087733086,0.09240181518660627,0.9281423802293342,0.8889157678891089,7.751624021753148,NB,growth,var
31,TT,0.280831176263719,0.9079635118278082,2.921770576697604,12.609174306814872,14.356442178200297,59.822362986341865,NB,growth,var
31.5,AC,0.6993370925408926,1.2309769801216464,0.10183233137365769,1.1510472246801369,0.9270942763677567,8.511372572687625,NB,growth,var
31.5,TT,0.08456059699971588,0.8562026456445628,3.4399370889896743,154.2953269443582,14.722920072469579,62.05679857873902,NB,growth,var
32,AC,0.5453488489906413,1.180226958451948,0.114263329518769,1.5409002362399473,0.9669125335856077,9.345585243531325,NB,growth,var
32,TT,-0.14098428722061146,0.7985001908901602,4.237376852370444,200,15.098753526495301,64.38621122996703,NB,growth,var
32.5,AC,0.3610165351869558,1.1145018974500458,0.13132318571929422,2.393827660746055,1.0084409659693319,10.26156037680433,NB,growth,var
32.5,TT,-0.3987434503559033,0.7345861863064813,5.61760994583832,200,15.484181383435995,66.81509577257707,NB,growth,var
33,AC,0.1423736519853834,1.031811648812282,0.15613894326320216,14.908194702810423,1.0517530247270508,11.26731163676295,NB,growth,var
33,TT,-0.6919058990370006,0.6641799880632634,7.737958274591179,200,15.879448584302002,69.34817574322955,NB,growth,var
33.5,AC,-0.11499438103955574,0.9299498243074237,0.19522146770812676,200,1.0969253157612608,12.371638119179439,NB,growth,var
33.5,TT,-1.0239288041576613,0.5869898722607598,11.309645350482539,200,16.284806323645917,71.99041552084509,NB,growth,var
34,AC,-0.4159971354205471,0.8064724257173409,0.2657684048222741,200,1.144037735161452,13.584201332688666,NB,growth,var
34,TT,-1.3985580110858549,0.5027126233949856,17.489738870400828,200,16.700512209228307,74.74703312359543,NB,growth,var
34.5,AC,-0.7660907689506794,0.6586744772320288,0.4305318986593717,200,1.1931736105160706,14.915609725194557,NB,growth,var
34.5,TT,-1.8198500234290969,0.4110331083118958,30.16901935973013,200,17.126830425760254,77.62351370090464,NB,growth,var
35,AC,-1.1713347593344425,0.4835644803343284,1.2503534723189584,200,1.2444198482937645,16.37751149483919,NB,growth,var
35,TT,-2.2921955616063125,0.3116238351614441,106.15430467754085,200,17.564031902826713,80.62562375862692,NB,growth,var
35.5,AC,-1.648917752433798,0.3047111675438735,2.3630298215265473,200,1.2978670875545804,17.982696497517207,NB,growth,var
35.5,TT,-2.820344804207316,0.20414449684658692,109.09833273327543,200,18.012394487097605,83.75942615767545,NB,growth,var
36,AC,-2.2006889846557174,0.1279055092570196,18.055027989325556,200,1.353609860262986,19.745208142501923,NB,growth,var
36,TT,-3.4094344272853325,0.08824149844593719,114.19084915003498,200,18.47220311893597,87.03129592860034,NB,growth,var
36.5,AC,-2.8350727284853416,-0.07268766633881886,200,200,1.411746758486259,21.68046625513323,NB,growth,var
36.5,TT,-4.065016564355546,-0.03645253192813927,125.11371938463469,200,18.94375001351556,90.44793694696139,NB,growth,var
37,AC,-3.5621766636088728,-0.299276997311517,200,200,1.472380608773967,23.805401981465835,NB,growth,var
37,TT,-4.793089817992896,-0.1703192493916032,165.17636289293864,200,19.427334846562996,94.01639951681828,NB,growth,var
37.5,AC,-4.393233242738661,-0.55424634656309,200,200,1.5356186540269634,26.138605915128878,NB,growth,var
37.5,TT,-5.600132462566389,-0.31375511624459795,200,200,19.923264944842515,97.74409891227535,NB,growth,var
38,AC,-5.3407180864392085,-0.8401675060854217,200,200,1.6015727431775697,28.700490742326053,NB,growth,var
38,TT,-6.4931379868480885,-0.45482479254543434,200,200,20.43185548150453,101.63883492977736,NB,growth,var
38.5,AC,-6.418480390784657,-1.1598137693485864,200,200,1.6703595290164321,31.513469827921462,NB,growth,var
38.5,TT,-7.479653135028045,-0.6005116859329513,200,200,20.95342967642207,105.92491077753323,NB,growth,var
39,AC,-7.6418865352053125,-1.5161744286931862,200,200,1.7421006745159453,34.6021533050215,NB,growth,var
39,TT,-8.567818615088974,-0.7546547069740094,200,200,21.488319001642537,111.14307961474321,NB,growth,var
39.5,AC,-9.027978192952283,-1.912470258207508,200,200,1.8169230680151707,37.99356338359715,NB,growth,var
39.5,TT,-9.766412654586023,-0.9175295507317628,200,200,22.036863392085422,117.99881512118984,NB,growth,var
40,AC,-10.595646372662378,-2.352170046402956,200,200,1.894959047646844,41.71737076183435,NB,growth,var
40,TT,-11.084897595680019,-1.0894195554347865,200,200,22.59941146161983,125.28122294827918,NB,growth,var
40.5,AC,-12.365822957574169,-2.839008247071021,200,200,1.976346635403416,45.80615420852321,NB,growth,var
40.5,TT,-12.533469733831513,-1.2706158999728112,200,200,23.176320724659313,133.01708617113144,NB,growth,var
41,AC,-14.361691460165394,-3.377003821026206,200,200,2.0612297812561162,50.295685587514924,NB,growth,var
41,TT,-14.12311261792549,-1.4614178062696377,200,200,23.767957823414775,141.23488280057722,NB,growth,var
41.5,AC,-16.608918875584955,-3.970480346027039,200,200,2.1497586177588177,55.22524281786267,NB,growth,var
41.5,TT,-15.865654043813151,-1.6621327466493778,200,200,24.374698760950068,149.96489385961127,NB,growth,var
42,AC,-19.135910698594913,-4.6240874770378255,200,200,2.2420897255870114,60.63795350766552,NB,growth,var
42,TT,-17.773826988381344,-1.873076656314871,200,200,24.996929140188282,159.2393183992624,NB,growth,var
42.5,AC,-21.97409136729709,-5.342823844164161,200,200,2.3383864104815597,66.58117226799205,NB,growth,var
42.5,TT,-19.86133474734907,-2.09457415105986,200,200,25.602560590701728,169.092395902257,NB,growth,var
43,AC,-25.158212614309004,-6.132061481083509,200,200,2.4388189920870444,73.10689500791993,NB,growth,var
43,TT,-22.142920557103754,-2.3269587503393168,200,200,26.191761672066733,179.56053655198434,NB,growth,var
43.5,AC,-28.726692444044932,-6.997571882617574,200,200,2.54356510519559,80.27221383526731,NB,growth,var
43.5,TT,-24.634441999093394,-2.570573105825182,200,200,26.794662893262633,190.68245987531043,NB,growth,var
44,AC,-32.721987715275915,-7.945553796276231,200,200,2.6528100139289643,88.13981654284211,NB,growth,var
44,TT,-27.35295050464967,-2.825769235577707,200,200,27.41158601192018,202.49934230085012,NB,growth,var
44.5,AC,-37.191003593300536,-8.982662859164618,200,200,2.766746939414645,96.77853505010403,NB,growth,var
44.5,TT,-30.316776298707182,-3.092908763965592,200,200,28.042860414493045,215.05497420952992,NB,growth,var
45,AC,-42.18554344815774,-10.116043198608889,200,200,2.8855774015354303,106.2639475984346,NB,growth,var
45,TT,-33.54561914277938,-3.3723631674711716,200,200,28.68882329874439,228.39592709180107,NB,growth,var
45.5,AC,-47.76280311687921,-11.353361122245905,200,200,3.009511575357013,116.67903996848852,NB,growth,var
45.5,TT,-37.06064526083472,-3.6645140265200506,200,200,29.349819860634177,242.57173146584,NB,growth,var
46,AC,-53.985913821554355,-12.702841031163643,200,200,3.1387686628639697,128.11493150447097,NB,growth,var
46,TT,-40.8845908564743,-3.9697532834777762,200,200,30.026203485714117,257.63506625366585,NB,growth,var
46.5,AC,-60.92453844398442,-14.173303697999076,200,200,3.273577280661618,140.6716722971672,NB,growth,var
46.5,TT,-45.04187265613564,-4.288483506959421,200,200,30.71833594513977,273.6419603574838,NB,growth,var
47,AC,-68.655526305209,-15.774207060728267,200,200,3.414175864329491,154.45911850010248,NB,growth,var
47,TT,-49.558705941033566,-4.621118162601316,200,200,31.426587596412016,290.65200722690895,NB,growth,var
47.5,AC,-77.26363208779384,-17.515689692248483,200,200,3.560813090141598,169.5978934367807,NB,growth,var
47.5,TT,-54.463230560303145,-4.968081890447551,200,200,32.151337588962775,308.728593259236,NB,growth,var
48,AC,-86.84230507439567,-19.408617115788246,200,200,3.7137483148993735,186.2204429075163,NB,growth,var
48,TT,-59.78564544943938,-5.32981078910744,200,200,32.89297407470283,327.9391409298019,NB,growth,var
48.5,AC,-97.49455546204189,-21.46463114672078,200,200,3.8732520346552333,204.47219392850607,NB,growth,var
48.5,TT,-65.55835221175144,-5.706752706843636,200,200,33.65189442365225,348.35536760796435,NB,growth,var
49,AC,-109.33390515247328,-23.696202452536657,200,200,4.0396063631381,224.5128270406938,NB,growth,var
49,TT,-71.81610835628894,-6.099367539754311,200,200,34.42850544477713,370.0535610765205,NB,growth,var
49.5,AC,-122.48543111989221,-26.116686534590336,200,200,4.213105530727067,246.51767331957618,NB,growth,var
49.5,TT,-78.5961908236848,-6.508127537216556,200,200,35.223223612159174,393.1148728387783,NB,growth,var
50,AC,-137.08691022413328,-28.74038334781363,200,200,4.394056404855747,270.67924830808136,NB,growth,var
50,TT,-85.93857047173373,-6.9335176147619055,200,200,36.036475296627835,417.6256303682238,NB,growth,var
