sample,date sampled,date measured,absorbance 1,absorbance 2,species,temp,rep,notes
3-31-4,2017-04-21,2017-06-28,0.034,0.034,3,31,4,
4-31-4,2017-04-21,2017-06-28,0.016,0.018,4,31,4,
1-38-4,2017-04-18,2017-06-28,0.126,0.126,1,38,4,
2-38-4,2017-04-18,2017-06-28,0.038,0.038,2,38,4,
3-38-4,2017-04-21,2017-06-28,0.044,0.045,3,38,4,
4-38-4,2017-04-21,2017-06-28,0.077,0.077,4,38,4,
1-03-5,2017-04-18,2017-06-28,0.069,0.073,1,3,5,
2-03-5,2017-04-18,2017-06-28,0.054,0.055,2,3,5,
3-03-5,2017-04-21,2017-06-28,0.038,0.036,3,3,5,
4-03-5,2017-04-21,2017-06-28,0.02,0.022,4,3,5,
1-10-5,2017-04-18,2017-06-28,0.02,0.022,1,10,5,
2-10-5,2017-04-18,2017-06-28,0.041,0.043,2,10,5,
3-10-5,2017-04-21,2017-06-28,0.047,0.043,3,10,5,
4-10-5,2017-04-21,2017-06-28,0.015,0.013,4,10,5,
1-17-5,2017-04-18,2017-06-28,0.013,0.006,1,17,5,
2-17-5,2017-04-18,2017-06-28,0,0,2,17,5,
3-17-5,2017-04-21,2017-06-28,0.029,0.022,3,17,5,
4-17-5,2017-04-21,2017-06-28,0.019,0.016,4,17,5,
1-24-5,2017-04-18,2017-06-28,0.012,0.013,1,24,5,
2-24-5,2017-04-18,2017-06-28,0.022,0.025,2,24,5,
3-24-5,2017-04-21,2017-06-28,0.017,0.014,3,24,5,
4-24-5,2017-04-21,2017-06-28,0.016,0.014,4,24,5,
1-31-5,2017-04-18,2017-06-28,0.022,0.021,1,31,5,
2-31-5,2017-04-18,2017-06-28,0.027,0.026,2,31,5,
3-31-5,2017-04-21,2017-06-28,0.057,0.057,3,31,5,
4-31-5,2017-04-21,2017-06-28,0,0,4,31,5,
1-38-5,2017-04-18,2017-06-28,0,0,1,38,5,
2-38-5,2017-04-18,2017-06-28,0,0,2,38,5,
3-38-5,2017-04-21,2017-06-28,0,0,3,38,5,
4-38-5,2017-04-21,2017-06-28,0,0,4,38,5,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
